"TOA5","CR1000","CR1000","83924","CR1000.Std.31","CPU:loggernet-config.CR1","7773","OneHour"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WS_ms_WVc","SlrkW_Avg","AirTC_Avg","RH","Rain_mm_Tot","Visibility_m","BP_mbar"
"TS","RN","meters/second","Deg","Deg","kW/m^2","Deg C","%","mm","meters","mbar"
"","","WVc","WVc","WVc","Avg","Avg","Smp","Tot","Smp","Smp"
"2018-02-13 23:00:00",465,1.635417,233.897,53.31174,6.22581E-05,6.966333,97.062,0,21750,994.0605
"2018-02-14 00:00:00",466,1.606042,226.7962,55.23338,6.367139E-05,6.948437,97.957,0,14495,994.0605
"2018-02-14 01:00:00",467,1.762083,224.1731,37.91912,5.376722E-05,6.868371,98.844,0,12451,994.0605
"2018-02-14 02:00:00",468,1.018541,229.1829,46.64787,3.820298E-05,6.847775,99.468,0,11483,994.0605
"2018-02-14 03:00:00",469,1.004583,222.1103,46.98254,4.810733E-05,6.718291,99.701,0,10143,994.0605
"2018-02-14 04:00:00",470,0.8910415,235.1,54.26024,5.518194E-05,6.698946,99.998,0,2693,994.0605
"2018-02-14 05:00:00",471,1.687708,233.1403,52.87122,5.51822E-05,6.662187,99.968,0.254,7401,994.0605
"2018-02-14 06:00:00",472,1.231876,201.4107,52.66186,7.923569E-05,6.224683,99.664,0,7801,994.0605
"2018-02-14 07:00:00",473,0.4781244,213.3681,41.65866,0.01307238,6.356837,99.98,0,5078,995.9868
"2018-02-14 08:00:00",474,0.760208,200.9551,53.0901,0.1335233,7.027087,94.027,0,12430,1005.269
"2018-02-14 09:00:00",475,0.9527081,139.24,45.99612,0.1978764,8.186375,90.938,0,15259,1003.167
"2018-02-14 10:00:00",476,1.526458,122.76,42.46235,0.3688409,8.788196,84.23,0,18332,1005.268
"2018-02-14 11:00:00",477,1.081874,147.212,54.56425,0.4030334,10.26106,73.5,0,19536,1011.92
"2018-02-14 12:00:00",478,0.7304165,176.7856,49.77892,0.2837772,10.85612,65.746,0,19317,1005.967
"2018-02-14 13:00:00",479,0.9160416,146.3173,50.95095,0.5504525,12.26322,53.025,0,18937,1035.206
"2018-02-14 14:00:00",480,1.374375,73.3996,41.93289,0.5218876,12.81297,55.849,0,18595,1024.001
"2018-02-14 15:00:00",481,1.574584,67.06942,48.46393,0.5176996,13.08967,48.908,0,25065,1014.546
"2018-02-14 16:00:00",482,1.651459,67.68569,45.46389,0.3134847,13.09244,53.967,0,26884,1003.69
"2018-02-14 17:00:00",483,1.818334,48.30205,36.63604,0.1317712,12.20979,57.841,0,28783,995.6364
"2018-02-14 18:00:00",484,1.453958,18.16754,30.93665,0.01052965,11.05527,73.476,0,13688,994.0605
"2018-02-14 19:00:00",485,2.199167,358.2493,28.15883,3.395734E-05,9.911366,73.273,0,17166,994.0605
"2018-02-14 20:00:00",486,2.212083,5.980217,34.66099,6.65076E-05,9.549824,68.722,0,19152,994.0605
"2018-02-14 21:00:00",487,2.892291,7.239532,39.37601,3.820679E-05,9.46367,70.086,0,21604,994.0605
"2018-02-14 22:00:00",488,3.284168,16.9954,30.96321,5.235698E-05,9.075571,74.107,0,21708,994.0605
"2018-02-14 23:00:00",489,3.413334,17.6188,30.17153,6.509136E-05,8.903036,70.27,0,24781,994.0605
"2018-02-15 00:00:00",490,2.798958,12.73654,37.22025,4.528086E-05,8.780032,69.125,0,24996,994.0605
"2018-02-15 01:00:00",491,3.068542,14.47958,25.59388,5.801608E-05,8.82787,67.18,0,27576,994.0605
"2018-02-15 02:00:00",492,3.068958,15.84426,32.44127,5.94312E-05,8.918817,69.3,0,24345,994.0605
"2018-02-15 03:00:00",493,3.088959,14.4645,33.85518,6.65073E-05,9.063508,66.195,0,28243,994.0605
"2018-02-15 04:00:00",494,2.718333,11.7287,28.61113,4.386697E-05,8.889208,68.439,0,27637,994.0605
"2018-02-15 05:00:00",495,3.228333,9.638147,30.48731,7.216757E-05,8.48015,69.968,0,26834,994.0605
"2018-02-15 06:00:00",496,2.987916,11.25506,41.20005,6.933704E-05,8.245325,72.142,0,25554,994.0605
"2018-02-15 07:00:00",497,2.941875,5.854735,33.94699,0.01693744,7.709062,71.602,0,25545,997.0377
"2018-02-15 08:00:00",498,3.087084,13.59194,37.85026,0.09848952,8.293349,65.926,0,25534,1001.591
"2018-02-15 09:00:00",499,3.517083,12.22395,39.43736,0.2147437,9.058179,62.734,0,25621,1010.172
"2018-02-15 10:00:00",500,4.616458,12.74937,42.75945,0.2964543,10.06176,59.203,0,25452,1007.195
"2018-02-15 11:00:00",501,5.500419,25.94388,35.50072,0.3726748,11.09395,55.464,0,22361,1010.522
"2018-02-15 12:00:00",502,6.153543,24.34105,31.32288,0.3382834,10.99,58.8,0,24108,1011.923
"2018-02-15 13:00:00",503,5.695,23.37137,36.06967,0.35046,11.05612,58.181,0,21007,1012.098
"2018-02-15 14:00:00",504,5.17354,19.54508,42.12448,0.3226564,11.81942,57,0,19011,1008.594
"2018-02-15 15:00:00",505,5.039376,16.44254,39.7725,0.2280354,12.60398,52.226,0,10001,1004.391
"2018-02-15 16:00:00",506,4.41,14.41086,34.0603,0.1423877,13.05482,52.904,0,7230,998.788
"2018-02-15 17:00:00",507,3.279792,7.387074,33.82038,0.04598448,13.17015,53.029,0,1951,994.7608
"2018-02-15 18:00:00",508,3.609792,1.735036,37.92926,0.003482537,12.97955,54.616,0,1297,994.0605
"2018-02-15 19:00:00",509,3.663751,4.16054,34.76876,3.394837E-05,12.58044,57.196,0,1240,994.0605
"2018-02-15 20:00:00",510,2.997709,5.599148,29.28116,4.384995E-05,12.13267,59.815,0,1273,994.0605
"2018-02-15 21:00:00",511,3.243334,4.868502,29.6464,3.960634E-05,11.74498,60.122,0,1622,994.0605
"2018-02-15 22:00:00",512,3.690208,8.735358,35.26611,4.384968E-05,11.28448,59.781,0,1764,994.0605
"2018-02-15 23:00:00",513,3.299167,5.872705,32.66122,5.09259E-05,10.87377,59.811,0,1848,994.0605
"2018-02-16 00:00:00",514,2.979165,359.6205,30.14634,4.244479E-05,10.33324,62.783,0,2228,994.0605
"2018-02-16 01:00:00",515,2.6875,2.142776,31.43752,4.810992E-05,9.912828,64.32,0,2961,994.0605
"2018-02-16 02:00:00",516,2.540416,357.8555,26.04776,3.962157E-05,9.5287,66.21,0,3790,994.0605
"2018-02-16 03:00:00",517,2.752084,4.459625,32.76544,4.811179E-05,9.22287,68.238,0,4909,994.0605
"2018-02-16 04:00:00",518,2.610209,2.445969,27.72562,5.235672E-05,8.899917,71.008,0,6389,994.0605
"2018-02-16 05:00:00",519,2.414376,9.209469,34.33347,6.226191E-05,8.558445,72.512,0,7948,994.0605
"2018-02-16 06:00:00",520,2.307708,10.1602,31.35756,7.924119E-05,8.331583,74.218,0,9412,994.0605
"2018-02-16 07:00:00",521,2.251667,1.654762,23.02428,0.01195939,8.215966,74.138,0,9316,995.8117
"2018-02-16 08:00:00",522,3.263333,16.1362,33.01451,0.12121,8.820791,71.802,0,10070,1004.042
"2018-02-16 09:00:00",523,3.061874,14.01753,40.6282,0.3047901,9.6497,67.863,0,9072,1012.098
"2018-02-16 10:00:00",524,3.345001,16.14638,36.32005,0.4436832,10.63945,68.132,0,7254,1022.691
"2018-02-16 11:00:00",525,3.553541,13.97523,36.86386,0.6023939,11.72926,63.114,0,5363,1029.078
"2018-02-16 12:00:00",526,3.122501,17.08698,36.09071,0.6729681,13.32401,58.33,0,5638,1018.311
"2018-02-16 13:00:00",527,2.101249,29.69449,40.09404,0.6426081,14.81291,55.773,0,5875,1017.871
"2018-02-16 14:00:00",528,2.179375,38.00642,37.39406,0.5875771,15.61809,50.558,0,5471,1021.896
"2018-02-16 15:00:00",529,1.81625,77.36703,38.98602,0.4750621,16.64455,44.907,0,6600,1015.243
"2018-02-16 16:00:00",530,1.745208,126.4009,50.96722,0.3108408,16.52523,50.494,0,6065,1004.652
"2018-02-16 17:00:00",531,1.302084,150.2684,50.10516,0.1189069,15.24539,62.23,0,4932,995.9865
"2018-02-16 18:00:00",532,0.3718749,95.03045,22.04918,0.00742538,13.62874,59.291,0,6191,994.0605
"2018-02-16 19:00:00",533,1.173542,5.756957,15.00996,2.263224E-05,13.62522,58.448,0,6153,994.0605
"2018-02-16 20:00:00",534,0.7610409,21.18283,13.80329,2.970476E-05,13.19928,61.603,0,5862,994.0605
"2018-02-16 21:00:00",535,0.7516664,2.987579,8.718157,2.687565E-05,12.9164,63.201,0,5307,994.0605
"2018-02-16 22:00:00",536,1.821459,357.4734,26.66466,3.536307E-05,11.52133,74.842,0,6741,994.0605
"2018-02-16 23:00:00",537,1.9525,357.4148,24.76643,5.941471E-05,11.2786,74.164,0,7564,994.0605
"2018-02-17 00:00:00",538,1.484585,339.6893,28.32976,3.96092E-05,11.21085,75.918,0,7932,994.0605
"2018-02-17 01:00:00",539,1.67625,336.1304,25.86419,4.243966E-05,10.93151,75.523,0,8269,994.0605
"2018-02-17 02:00:00",540,1.930624,93.6658,38.74367,4.385448E-05,10.46817,85.828,0,7104,994.0605
"2018-02-17 03:00:00",541,1.76625,166.8797,61.43249,5.659878E-05,9.494592,88.058,0,7083,994.0605
"2018-02-17 04:00:00",542,1.489167,183.9717,56.17135,4.528105E-05,9.160541,91.957,0,6085,994.0605
"2018-02-17 05:00:00",543,3.066666,236.561,48.97962,4.528223E-05,6.886183,94.242,2.54,4104,994.0605
"2018-02-17 06:00:00",544,2.789375,224.6381,44.71304,2.122418E-05,5.925962,96.816,5.334,3915,994.0605
"2018-02-17 07:00:00",545,3.067709,235.7954,32.53469,0.01384493,6.5236,89.404,0.254,18275,994.5858
"2018-02-17 08:00:00",546,2.805209,234.9675,32.41895,0.0626531,6.657762,90.382,0,21956,999.8396
"2018-02-17 09:00:00",547,3.425833,224.1186,33.02478,0.1478736,6.871829,89.074,0,29406,998.2634
"2018-02-17 10:00:00",548,2.834166,230.8823,51.6112,0.07858917,5.277629,99.208,0.762,1242,997.7381
"2018-02-17 11:00:00",549,2.374791,228.2364,49.44908,0.4515947,6.364187,76.722,0.254,36900,1033.113
"2018-02-17 12:00:00",550,3.171876,190.5241,66.2851,0.5909832,8.424562,70.176,0,33975,1032.763
"2018-02-17 13:00:00",551,3.792083,202.5904,65.18742,0.5618969,8.568832,75.777,0,28211,1005.969
"2018-02-17 14:00:00",552,4.327498,149.8521,51.26132,0.4625625,8.280413,82.836,0,22090,1004.48
"2018-02-17 15:00:00",553,4.52875,165.0364,58.04822,0.1442482,7.375466,90.406,0,16197,994.5858
"2018-02-17 16:00:00",554,3.567708,232.5559,65.46745,0.09085821,6.483533,89.43,0,13230,998.6136
"2018-02-17 17:00:00",555,3.798334,220.7016,64.11606,0.08004124,6.934396,89.172,0,12941,995.6366
"2018-02-17 18:00:00",556,4.227499,222.2877,64.77892,0.008048606,6.460083,80.824,0,19778,994.0605
"2018-02-17 19:00:00",557,4.4825,219.505,69.34052,4.952185E-05,6.1299,81.32,0,19525,994.0605
"2018-02-17 20:00:00",558,4.681459,177.1827,64.58284,4.810687E-05,6.092916,83.527,0,13739,994.0605
"2018-02-17 21:00:00",559,4.982499,203.4095,64.98984,1.414905E-05,5.497062,95.176,2.794,5898,994.0605
"2018-02-17 22:00:00",560,5.294166,208.9586,67.00744,2.122586E-05,4.959258,98.976,4.572,2660,994.0605
"2018-02-17 23:00:00",561,5.399165,163.2881,61.59627,1.6981E-05,4.840475,99.998,8.128,139,994.0605
"2018-02-18 00:00:00",562,5.128127,161.0857,55.80617,9.905592E-06,5.098512,99.998,9.906,510,994.0605
"2018-02-18 01:00:00",563,3.652917,224.7215,57.93059,4.244744E-06,5.692633,99.998,9.144,117,994.0605
"2018-02-18 02:00:00",564,4.365832,218.7446,69.11626,1.414893E-06,6.116742,99.998,2.54,37,994.0605
"2018-02-18 03:00:00",565,4.911873,221.9232,58.21037,1.414964E-06,6.370762,99.998,1.778,1410,994.0605
"2018-02-18 04:00:00",566,4.628542,231.0344,67.66236,0,6.568791,99.998,1.016,40,994.0605
"2018-02-18 05:00:00",567,4.095,228.1754,68.29184,0,6.777125,99.998,1.27,43,994.0605
"2018-02-18 06:00:00",568,3.809583,230.7884,74.05721,8.489978E-06,6.72915,99.998,3.81,67,994.0605
"2018-02-18 07:00:00",569,4.124167,217.1211,68.18044,0.005079892,6.804941,99.998,0,68,994.4107
"2018-02-18 08:00:00",570,4.058959,220.647,64.19073,0.01499071,6.82045,99.998,1.27,96,995.1111
"2018-02-18 09:00:00",571,4.07354,216.7097,66.25642,0.03308327,6.846866,99.998,0.254,140,995.1111
"2018-02-18 10:00:00",572,4.9075,200.3331,64.58213,0.04108546,6.906733,99.998,0,83,995.8117
"2018-02-18 11:00:00",573,5.031459,183.2115,62.16003,0.09766222,7.124938,99.998,0.254,79,1002.817
"2018-02-18 12:00:00",574,5.087918,183.5095,67.88033,0.104686,7.383716,99.998,0,316,995.6366
"2018-02-18 13:00:00",575,5.188125,194.584,66.2471,0.09742659,7.640671,99.998,0,1394,1001.065
"2018-02-18 14:00:00",576,4.692707,217.3216,69.57024,0.06175155,7.989575,99.998,0,4094,995.6366
"2018-02-18 15:00:00",577,5.127081,224.6911,65.186,0.08427424,8.623033,99.453,0,5459,995.4614
"2018-02-18 16:00:00",578,5.009166,230.5968,52.25974,0.08441104,9.453587,89.05,0,13557,997.0376
"2018-02-18 17:00:00",579,4.458333,234.0993,47.15692,0.02334725,9.255875,89.718,0,13580,994.5858
"2018-02-18 18:00:00",580,5.376043,236.0079,57.15876,0.003327728,8.679203,90.938,0,12872,994.0605
"2018-02-18 19:00:00",581,4.256458,241.0742,49.41251,0,8.230803,95.336,0,9500,994.0605
"2018-02-18 20:00:00",582,3.721042,227.6378,55.70401,0,7.8934,96.044,0,9779,994.0605
"2018-02-18 21:00:00",583,3.206876,228.9402,66.02419,1.415066E-06,7.746412,97.632,0,7347,994.0605
"2018-02-18 22:00:00",584,3.940207,215.9388,70.70296,0,7.504029,98.904,0,6047,994.0605
"2018-02-18 23:00:00",585,4.389791,232.7844,57.77087,0,7.393904,97.258,0,7707,994.0605
"2018-02-19 00:00:00",586,4.005416,243.3757,57.25674,1.415027E-06,7.280837,98.121,0,6150,994.0605
"2018-02-19 01:00:00",587,3.478125,239.4193,59.18756,1.415011E-06,7.205192,99.998,0,4069,994.0605
"2018-02-19 02:00:00",588,2.960625,233.052,62.25978,2.830001E-06,7.002417,99.957,0,6047,994.0605
"2018-02-19 03:00:00",589,2.606458,229.9859,64.80846,1.415054E-06,6.755779,99.998,0,4769,994.0605
"2018-02-19 04:00:00",590,1.989791,226.2952,64.80807,0,6.629099,99.998,0,5950,994.0605
"2018-02-19 05:00:00",591,2.84625,229.9153,59.86721,1.415014E-06,6.735442,99.242,0,5235,994.0605
"2018-02-19 06:00:00",592,2.605417,230.3969,65.12247,6.084544E-05,6.764008,99.037,0,5448,994.0605
"2018-02-19 07:00:00",593,2.393542,232.2953,60.73933,0.009252766,6.767912,97.644,0,8211,995.6366
"2018-02-19 08:00:00",594,1.77125,236.2677,58.08007,0.101791,7.015741,94.705,0,8510,1001.416
"2018-02-19 09:00:00",595,1.702709,220.5913,60.30551,0.2092287,8.148663,92.078,0,9969,1002.641
"2018-02-19 10:00:00",596,1.540209,158.7224,54.23855,0.2962203,8.761366,84.77,0,14188,1005.619
"2018-02-19 11:00:00",597,1.809166,195.4969,58.20975,0.5814002,10.28966,73.199,0,15610,1032.581
"2018-02-19 12:00:00",598,1.912083,225.8342,57.84981,0.6856963,11.7185,69.136,0,17671,1031.705
"2018-02-19 13:00:00",599,1.69125,185.7712,52.8668,0.5660189,11.8916,64.23,0,18824,1038.183
"2018-02-19 14:00:00",600,1.290209,233.6158,53.85369,0.5957612,13.46953,59.943,0,18765,1029.778
"2018-02-19 15:00:00",601,1.846459,229.4594,58.58157,0.4182545,13.42293,72.812,0,16788,1008.593
"2018-02-19 16:00:00",602,1.962917,227.0545,64.39601,0.2346448,11.57861,77.296,0,14951,1006.842
"2018-02-19 17:00:00",603,1.021667,224.2882,56.68525,0.1254995,11.39807,75.988,0,14955,996.5121
"2018-02-19 18:00:00",604,1.145,257.1428,29.49219,0.006844792,9.810083,83.875,0,13404,994.0605
"2018-02-19 19:00:00",605,2.082499,291.2794,17.64958,0,9.298396,82.096,0,13141,994.0605
"2018-02-19 20:00:00",606,0.5804167,320.1553,15.90454,0,9.170241,82.354,0,11152,994.0605
"2018-02-19 21:00:00",607,0.5437497,6.815123,15.46055,0,9.701083,76.121,0,13090,994.0605
"2018-02-19 22:00:00",608,0.9154168,3.87221,12.22963,0,9.716528,77.742,0,12566,994.0605
"2018-02-19 23:00:00",609,0.7602075,12.02274,18.76087,0,9.497233,80.46,0,12151,994.0605
"2018-02-20 00:00:00",610,0.6156242,6.57027,14.5316,1.414999E-06,9.319736,79.238,0,12180,994.0605
"2018-02-20 01:00:00",611,0.6297913,24.4213,14.64773,1.414997E-06,9.185061,82.98,0,9959,994.0605
"2018-02-20 02:00:00",612,1.185833,20.29795,25.1469,0,8.91595,86.428,0,8560,994.0605
"2018-02-20 03:00:00",613,1.127916,359.2966,16.92975,0,8.433659,86.871,0,8641,994.0605
"2018-02-20 04:00:00",614,1.035833,2.042315,23.5261,0,8.55202,78.074,0,13458,994.0605
"2018-02-20 05:00:00",615,1.729583,10.73469,17.47783,0,8.738495,73.195,0,17432,994.0605
"2018-02-20 06:00:00",616,1.836042,10.33247,14.94256,5.659885E-05,8.910191,77.47,0,15213,994.0605
"2018-02-20 07:00:00",617,2.346876,10.81884,20.06453,0.02086974,8.913266,79.972,0,12937,997.0376
"2018-02-20 08:00:00",618,2.275207,9.373276,30.25948,0.130522,9.334604,75.861,0,12258,1004.042
"2018-02-20 09:00:00",619,1.453959,12.61821,29.70841,0.2602855,10.57364,64.128,0,14000,1011.047
"2018-02-20 10:00:00",620,1.41125,20.44306,31.70769,0.425199,12.23389,57.702,0,11996,1026.978
"2018-02-20 11:00:00",621,1.51125,42.78675,36.38451,0.6136702,14.17121,49.185,0,15617,1033.368
"2018-02-20 12:00:00",622,1.408126,69.78828,46.9545,0.6028234,15.60037,43.782,0,17928,1018.394
"2018-02-20 13:00:00",623,1.104791,123.5263,61.096,0.5752557,16.4325,56.13,0,13466,1025.397
"2018-02-20 14:00:00",624,2.232708,141.2655,37.74797,0.3925047,14.58096,73.344,0,9348,1016.297
"2018-02-20 15:00:00",625,2.219584,150.161,47.24213,0.346773,13.83776,75.566,0,9294,1011.044
"2018-02-20 16:00:00",626,1.273125,167.0515,53.04386,0.2606136,14.08944,69.738,0,10522,1001.94
"2018-02-20 17:00:00",627,0.8112496,221.7462,47.65355,0.08298418,13.66774,75.476,0,9517,995.4612
"2018-02-20 18:00:00",628,0.7966661,226.5273,43.61531,0.006158386,12.1587,56.716,0,21292,994.0605
"2018-02-20 19:00:00",629,0.8422908,229.6731,30.18459,0,11.86553,77.354,0,9838,994.0605
"2018-02-20 20:00:00",630,0.7293749,191.4272,51.77816,0,10.78619,80.07,0,10859,994.0605
"2018-02-20 21:00:00",631,0.5916662,227.0524,49.61407,0,9.994583,85.453,0,8654,994.0605
"2018-02-20 22:00:00",632,0.7379156,321.7979,15.82352,0,9.854362,80.308,0,9585,994.0605
"2018-02-20 23:00:00",633,0.5835413,283.4035,16.27525,0,9.413196,76.742,0,14250,994.0605
"2018-02-21 00:00:00",634,0.4193745,268.1844,17.32834,1.414993E-06,9.142146,70.48,0,18899,994.0605
"2018-02-21 01:00:00",635,1.049167,236.1201,15.87675,0,9.25472,78.738,0,13798,994.0605
"2018-02-21 02:00:00",636,1.096042,203.7681,17.09525,1.414976E-06,8.77457,83.568,0,10784,994.0605
"2018-02-21 03:00:00",637,1.226667,208.2681,16.67569,0,8.191658,93.128,0,7086,994.0605
"2018-02-21 04:00:00",638,0.9354165,207.2841,12.22712,0,7.786767,93.166,0,7672,994.0605
"2018-02-21 05:00:00",639,0.2497921,192.9535,13.39983,8.490135E-06,6.7538,92.568,0,9106,994.0605
"2018-02-21 06:00:00",640,0.7697918,203.78,13.69807,0.0001188765,6.775391,96.031,0,4970,994.0605
"2018-02-21 07:00:00",641,0.8787504,200.5469,31.42853,0.03880207,7.355496,91.968,0,4443,999.4895
"2018-02-21 08:00:00",642,0.7966668,194.4923,64.06364,0.1656037,9.127378,90.949,0,3899,1003.867
"2018-02-21 09:00:00",643,2.010833,151.6785,46.54407,0.3348083,9.428207,86.746,0,7176,1017.527
"2018-02-21 10:00:00",644,2.686666,153.3542,50.23639,0.5302752,11.01439,62.017,0,18304,1024.877
"2018-02-21 11:00:00",645,2.808959,158.8861,58.44726,0.6417292,11.96349,62.271,0,15205,1031.88
"2018-02-21 12:00:00",646,3.403751,152.5979,54.97805,0.7034611,12.37793,50.336,0,22227,1031.179
"2018-02-21 13:00:00",647,3.063541,162.1888,54.82287,0.7239902,13.5342,50.458,0,20274,1029.779
"2018-02-21 14:00:00",648,2.816458,164.1704,57.69229,0.6386716,13.99503,50.547,0,17951,1026.627
"2018-02-21 15:00:00",649,2.703334,145.8652,45.8789,0.4608077,13.84397,52.526,0,16534,1016.822
"2018-02-21 16:00:00",650,2.30625,170.3025,60.26407,0.3213181,14.1866,52.097,0,19400,999.3132
"2018-02-21 17:00:00",651,2.208542,165.3416,57.63231,0.1242633,13.17556,57.861,0,19066,995.111
"2018-02-21 18:00:00",652,0.9018746,166.1234,46.90186,0.004967571,11.8656,59.791,0,18505,994.0605
"2018-02-21 19:00:00",653,0.9204166,204.3899,45.51577,0,11.56029,60.983,0,18910,994.0605
"2018-02-21 20:00:00",654,1.418124,213.2808,40.95807,0,11.49654,61.675,0,18577,994.0605
"2018-02-21 21:00:00",655,1.124792,231.9604,24.54625,0,11.35956,62.253,0,20592,994.0605
"2018-02-21 22:00:00",656,1.577292,267.9328,23.6222,0,11.30224,57.765,0,22689,994.0605
"2018-02-21 23:00:00",657,2.994792,291.3619,18.9063,0,11.15362,56.647,0,23783,994.0605
"2018-02-22 00:00:00",658,0.4633319,277.2432,30.2501,0,10.98873,58.781,0,24079,994.0605
"2018-02-22 01:00:00",659,0.9214584,274.4306,21.39189,0,10.95052,60.977,0,26652,994.0605
"2018-02-22 02:00:00",660,2.113541,287.9157,34.11908,0,10.75817,62.859,0,28203,994.0605
"2018-02-22 03:00:00",661,2.861042,292.6006,38.39935,0,9.312049,85.818,0,10569,994.0605
"2018-02-22 04:00:00",662,1.733334,293.2616,30.46183,0,8.12277,92.369,0.254,9857,994.0605
"2018-02-22 05:00:00",663,0.5935417,203.0583,45.31635,0,7.796816,95.798,1.778,11716,994.0605
"2018-02-22 06:00:00",664,0.9412499,290.652,26.1435,4.810998E-05,7.508492,94.016,0.508,13486,994.0605
"2018-02-22 07:00:00",665,2.309375,22.25441,23.33718,0.007799523,8.011242,94.996,0.254,9725,995.1111
"2018-02-22 08:00:00",666,2.137708,30.64134,27.64184,0.0526188,8.031283,91.046,0.254,14370,999.6644
"2018-02-22 09:00:00",667,2.348334,31.12062,27.23555,0.2477099,8.927504,87.166,0,10810,1012.711
"2018-02-22 10:00:00",668,2.380626,41.0998,30.76815,0.507655,10.6695,78.012,0,11841,1024.879
"2018-02-22 11:00:00",669,2.238334,58.13339,42.83633,0.6214377,11.87182,73.476,0,12793,1044.311
"2018-02-22 12:00:00",670,2.278542,123.9705,49.59693,0.554127,12.95827,66.605,0,17848,1037.133
"2018-02-22 13:00:00",671,2.427499,181.0253,57.00106,0.7046392,13.71842,64.664,0,20199,1030.567
"2018-02-22 14:00:00",672,2.302708,155.3871,55.87675,0.6715776,14.27427,64.019,0,18176,1029.076
"2018-02-22 15:00:00",673,2.038541,185.1597,59.6816,0.5079479,14.8508,62.032,0,18825,1006.665
"2018-02-22 16:00:00",674,1.672917,228.0951,54.26587,0.3363908,15.33247,59.912,0,22160,998.9628
"2018-02-22 17:00:00",675,1.454792,168.0176,57.4439,0.1661825,14.45026,65.844,0,20269,997.5623
"2018-02-22 18:00:00",676,0.473124,232.4041,27.57233,0.01526385,12.6548,70.514,0,21629,994.0605
"2018-02-22 19:00:00",677,0.2456253,271.9825,9.460407,0,11.4388,69.012,0,21708,994.0605
"2018-02-22 20:00:00",678,0.8820832,292.1271,13.48264,0,11.20001,73.918,0,15356,994.0605
"2018-02-22 21:00:00",679,0.803333,316.2917,12.39422,0,10.9831,77.748,0,7305,994.0605
"2018-02-22 22:00:00",680,1.668333,8.689726,13.07361,0,11.08334,81.621,0,12152,994.0605
"2018-02-22 23:00:00",681,1.845417,1.611551,14.53698,0,10.5846,83.67,0,10620,994.0605
"2018-02-23 00:00:00",682,1.698334,6.586276,20.25433,0,10.48862,83.984,0,10837,994.0605
"2018-02-23 01:00:00",683,1.621875,356.2926,18.86712,0,10.35913,83.898,0,11180,994.0605
"2018-02-23 02:00:00",684,1.661041,12.87995,17.53458,0,10.36577,80.516,0,12574,994.0605
"2018-02-23 03:00:00",685,2.2275,25.52342,26.47992,0,10.21048,82.611,0,13454,994.0605
"2018-02-23 04:00:00",686,2.226667,21.14539,28.17738,0,10.0988,81.886,0,16040,994.0605
"2018-02-23 05:00:00",687,1.629167,36.92078,32.13443,0,10.0195,86.262,0,16181,994.0605
"2018-02-23 06:00:00",688,0.5733326,61.14927,29.37417,6.791948E-05,9.517645,87.957,0,16376,994.0605
"2018-02-23 07:00:00",689,0.603125,86.91465,21.13206,0.01097063,9.537645,89.016,0,15043,995.3738
"2018-02-23 08:00:00",690,1.204376,138.7126,43.56411,0.02139575,9.694708,92.771,0,10033,995.4614
"2018-02-23 09:00:00",691,1.057708,153.5545,53.71827,0.04642824,9.43362,97.718,0,615,996.162
"2018-02-23 10:00:00",692,1.36625,143.593,54.32692,0.08513799,9.206433,99.404,0,2600,1002.291
"2018-02-23 11:00:00",693,1.313959,162.9145,57.30959,0.1294014,9.551441,99.363,0,116,1003.167
"2018-02-23 12:00:00",694,2.053751,143.1485,43.81275,0.1768396,9.228674,99.998,0,62,1005.268
"2018-02-23 13:00:00",695,1.364168,149.5582,46.50009,0.4163155,10.4281,81.152,0,13815,1034.158
"2018-02-23 14:00:00",696,1.308959,108.6022,47.52433,0.6001465,13.65053,69.158,0,23361,1028.816
"2018-02-23 15:00:00",697,1.132083,145.9944,50.83838,0.1523061,13.13144,75.273,0,21589,1008.943
"2018-02-23 16:00:00",698,1.554792,116.9454,43.85838,0.26395,13.58646,76.52,0,21333,1011.044
"2018-02-23 17:00:00",699,1.601041,159.7683,44.63765,0.1257057,13.10928,93.222,0,11722,995.6363
"2018-02-23 18:00:00",700,0.9360409,152.0583,27.70411,0.007786634,11.12862,97.176,0,7158,994.0605
"2018-02-23 19:00:00",701,0.3583325,251.3402,7.293904,0,10.39743,93.703,0,15242,994.0605
"2018-02-23 20:00:00",702,0.2147921,5.326549,12.06604,0,10.41849,90.604,0,14362,994.0605
"2018-02-23 21:00:00",703,0.2258339,105.2457,2.959647,0,10.24257,91.361,0,16070,994.0605
"2018-02-23 22:00:00",704,0.2200003,54.64814,5.312766,0,10.02017,91.904,0,10737,994.0605
"2018-02-23 23:00:00",705,0.3764585,8.841323,6.825498,0,9.929545,94.27,0,6956,994.0605
"2018-02-24 00:00:00",706,1.002708,292.3121,19.61419,0,9.363254,97.531,0,4673,994.0605
"2018-02-24 01:00:00",707,1.619583,287.463,14.03846,1.414965E-06,9.051112,91.332,0,11423,994.0605
"2018-02-24 02:00:00",708,1.364375,319.0808,16.07572,0,9.22735,94.216,0,6448,994.0605
"2018-02-24 03:00:00",709,1.024792,325.8066,15.81511,0,8.982891,97.771,0,3827,994.0605
"2018-02-24 04:00:00",710,0.9539586,313.3857,9.311801,2.82991E-06,8.524204,97.371,0,4087,994.0605
